id,title,link,author,publication_date,source,verdict,rating,price
234,KGM Torres EVX review,https://www.autoexpress.co.uk/kgm/torres/evx,Max Adams,2025-03-07,Auto Express,,3.5,36985
235,Volkswagen Tayron review,https://www.autoexpress.co.uk/volkswagen/tayron,Alastair Crooks,2025-03-09,Auto Express,,4.0,39850
236,Ford Mustang vs Alpine A110: two very different sporting greats go head-to-head,https://www.autoexpress.co.uk/car-group-tests/366170/ford-mustang-vs-alpine-a110-two-very-different-sporting-greats-go-head-head,Alex Ingram,2025-03-08,Auto Express,Winner: Alpine A110,,17900
237,Nissan Qashqai vs Peugeot 3008 vs Hyundai Tucson: which used SUV is king of the school run?,https://www.autoexpress.co.uk/nissan/qashqai/355676/nissan-qashqai-vs-peugeot-3008-vs-hyundai-tucson,,2025-03-09,Auto Express,First place: Hyundai Tucson,,11750
238,Cupra Leon review,https://www.autoexpress.co.uk/cupra/leon,Jordan Katsianis,2025-03-10,Auto Express,,4.0,31870
241,New Land Rover Defender OCTA 2025 review: ferocious and graceful in equal measure,https://www.autoexpress.co.uk/land-rover/defender/363777/land-rover-defender-octa-ride-review-hill-ferocious-new-flagship,Steve Sutcliffe,2025-03-12,Auto Express,"If there’s another road car on sale with a broader range of abilities, we’ve yet to drive it. Monstrous off-road speed and capability is one thing, but to mate this with such towering on-road grace and refinement makes the Land Rover Defender OCTA unique in our experience. It’s expensive, yes – obscenely so on the surface – but the best things in life rarely come cheap, and of its type, the OCTA is the best there is.",4.5,3946
242,"Genesis GV60 Premium long-term test: a great EV, if you can afford it",https://www.autoexpress.co.uk/genesis/gv60/364729/genesis-gv60-premium-long-term-test-great-ev-if-you-can-afford-it,Andy Pringle,2025-03-12,Auto Express,"There’s no denying that the Genesis GV60 is a relatively expensive way into an EV, but given the quality, tech and equipment on offer even in this, the cheapest variant, I think it’s a car that many more people could aspire to.",4.0,23079
243,"Laser Multi-purpose Stripper, Crimper & Cutter 8785 review",https://www.autoexpress.co.uk/product-reviews/366249/laser-multi-purpose-stripper-crimper-cutter-8785-review,,2025-03-14,Auto Express,,4.0,19785
244,Best multitools 2025,https://www.autoexpress.co.uk/product-group-tests/90077/best-multitools-2025,,2025-03-14,Auto Express,"It’s another win for the Nextool Flagship, which waltzed through our tests. Only the screwdriver lets it down.",,15600
245,"Used Mercedes C-Class (Mk5, 2021-date) buyer’s guide: an expensive but desirable exec",https://www.autoexpress.co.uk/mercedes/c-class/366252/used-mercedes-c-class-mk5-2021-date-buyers-guide-expensive-desirable-exec,Richard Dredge,2025-03-14,Auto Express,"The Mercedes C-Class is undoubtedly a very desirable family car, and it’s as expensive to buy as you’d expect a Mercedes to be. That, and the fact that fleet buyers are embracing electric cars more thanks to financial incentives, mean that the fifth-generation C-Class isn’t as common on the used market as you might expect. As a result there are no bargains to be had, and that’s the way things are likely to stay, as fewer ICE cars are sold. So don’t sit there waiting for C-Class values to plummet before swooping in to buy, because the chances are that they’ll drop relatively slowly.",,17921
246,Audi A5 Avant review,https://www.autoexpress.co.uk/audi/a5/avant,"Antony Ingram, Steve Sutcliffe",2025-03-17,Auto Express,,4.0,43880
247,Jaecoo 7 vs Skoda Kamiq: SUV newcomer takes on a family favourite,https://www.autoexpress.co.uk/car-group-tests/366247/jaecoo-7-vs-skoda-kamiq-suv-newcomer-takes-family-favourite,Alex Ingram,2025-03-15,Auto Express,Winner: Skoda Kamiq,,17900
248,Fiat 500e review,https://www.autoexpress.co.uk/fiat/500,"Alex Ingram, Ellis Hyde",2025-03-18,Auto Express,"The Fiat 500 (or 500e if you want to differentiate the electric model from the combustion-engined version) was one of the first compact electric cars on the market, and as with its petrol-powered namesake, it has plenty of staying power. While cars such as the Volkswagen e-up! and Honda e have disappeared from their respective price lists, the 500e soldiers on against an influx of new rivals, including the similarly priced Renault 5 and Citroen e-C3. It has retro-inspired style on its side, and as a city car it certainly cuts it with the best, although its limitations are easy to see once you head out on the open road for longer trips.",3.5,21459
249,Abarth 600e review,https://www.autoexpress.co.uk/abarth/600,Alastair Crooks,2025-03-19,Auto Express,"There’s a lot to like in the Abarth 600e. A rather brash, somewhat juvenile character is the brand’s calling card and it has this in spades, plus there’s just enough performance to warrant its wacky styling. Considering it shares its platform and drivetrain with the more mature Alfa Romeo Junior Veloce, Abarth has done well to give the 600e its own flavour, with a harder-edged ride and more aggressive set-up. But the poor range is a concern, as are – to a lesser extent – the interior quality and practicality.",3.5,36975
250,Renault 5 vs Fiat 500e: which stylish EV is king of the city?,https://www.autoexpress.co.uk/car-group-tests/366272/renault-5-vs-fiat-500e-which-stylish-ev-king-city,Alex Ingram,2025-03-19,Auto Express,"The French manufacturer has created a true winner with the Renault 5, showing the competition just what is possible when it comes to producing a desirable supermini – regardless of the fuel that powers it.",,15600
251,Lexus NX review,https://www.autoexpress.co.uk/lexus/nx,"Alex Ingram, Ellis Hyde",2025-03-20,Auto Express,"The Lexus NX is a well known quantity in the premium compact SUV class, and as its multiple gongs in our New Car Awards in recent years prove, it’s one of the best models around. A range of efficient powertrains, and the many strengths that you’d expect from Lexus – chiefly refinement and reliability – with others that are more of a surprise, such as keen driving dynamics and a competent infotainment system, entirely justify the NX’s spot among the class leaders. Each passing year makes it harder to cling to the top spot, however, and with the latest BMW X3, Mercedes GLC and Audi Q5 to contend with, it certainly has its work cut out.",4.0,44615
252,New vs used hot hatches: Ford Focus ST or Audi RS 3?,https://www.autoexpress.co.uk/car-group-tests/366292/new-vs-used-hot-hatches-ford-focus-st-or-audi-rs-3,Phil McNamara,2025-03-20,Auto Express,,,13325
253,Leapmotor T03 review,https://www.autoexpress.co.uk/leapmotor/t03,"Richard Ingram, Max Adams",2025-03-20,Auto Express,"Leapmotor will trade on maximum value for money with its cars, with the brand setting its sights firmly on Dacia and its sizeable market share. The Leapmotor T03 is a credible alternative to the Dacia Spring EV, and should win fans on its lavish amount of standard equipment alone.",4.0,15209
254,Porsche 911 review,https://www.autoexpress.co.uk/porsche/911,"Antony Ingram, Jordan Katsianis",2025-03-21,Auto Express,"More than 60 years after the Porsche 911 made its debut, it remains the definitive sports car. It’s moved with the times in every measurable area, from performance and efficiency to safety and equipment, yet never lost its driver focus or badge appeal. The sprawling range can be tricky to get your head around, but the addition of models like the hybrid GTS or the spectacular 911 S/T illustrates the huge breadth of abilities the car offers.",4.5,106695
255,"Used Hyundai Bayon (Mk1, 2021-date) buyer’s guide: sensible prices help its appeal",https://www.autoexpress.co.uk/hyundai/bayon/366308/used-hyundai-bayon-mk1-2021-date-buyers-guide-sensible-prices-help-its-appeal,Richard Dredge,2025-03-20,Auto Express,"The Hyundai Bayon doesn’t leave its rivals trailing in its wake, but of you add up all the car’s pros and weigh them up against the cons, it’s likeable and easy to recommend. When we pitched the Bayon against the Renault Captur and Citroen C3 Aircross in 2021, the Hyundai came last, largely because it was the most expensive of the three, and its interior quality couldn’t match its rivals’. But with plenty of kit and tech along with excellent refinement, the Bayon was no duffer; and with used examples sensibly priced, this smart-looking compact Hyundai makes more sense than ever.",,14000
572,Ford Kuga review,https://www.autoexpress.co.uk/ford/kuga,Shane Wilkinson,2024-06-11,Auto Express,,4.0,32095
257,New Rolls-Royce Spectre Black Badge review: a car devoid of compromise,https://www.autoexpress.co.uk/rolls-royce/spectre/366324/new-rolls-royce-spectre-black-badge-review-car-devoid-compromise,Richard Ingram,2025-03-24,Auto Express,"If you ignore the inevitable price hike – as most “clients” will – the Rolls-Royce Spectre Black Badge feels alarmingly close to being a car totally devoid of compromise. It’s no less comfortable than the standard model, yet it’s noticeably sharper and faster on the road. No wonder the maker reckons the Black Badge could account for up to 50 per cent of Spectre sales.",4.5,17900
258,Car Cover Shop Half Cover review,https://www.autoexpress.co.uk/product-reviews/366299/car-cover-shop-half-cover-review,,2025-03-24,Auto Express,,4.0,19785
259,Best OBD readers 2025,https://www.autoexpress.co.uk/product-group-tests/352913/best-obd-readers-2023,,2025-03-24,Auto Express,"The Carly Universal Scanner and app are far pricier than the other units here, but go above and beyond with features. If you have a fleet of old cars, it’s worth it.",,10200
260,Skoda Kamiq review,https://www.autoexpress.co.uk/skoda/kamiq,"Alex Ingram, Max Adams",2025-03-25,Auto Express,,4.0,24755
261,New vs used family SUVs: Hyundai Tucson or Volvo XC90?,https://www.autoexpress.co.uk/car-group-tests/366337/new-vs-used-family-suvs-hyundai-tucson-or-volvo-xc90,Richard Ingram,2025-03-25,Auto Express,,,17900
262,Suzuki Swift Hybrid Motion long-term test: cheap fuel bills are overshadowed by high insurance,https://www.autoexpress.co.uk/suzuki/swift/91503/suzuki-swift-hybrid-motion-long-term-test-cheap-fuel-bills-are-overshadowed-high,Tom Jervis,2025-03-25,Auto Express,"The Suzuki Swift is a fantastic option for penny-pinching motorists who want toget from A to B as efficiently as possible. But this little foray into the cost of motoring only highlights how expensive most cars are becoming to buy and run. This could price many people out of the market and, unfortunately, there aren’t any ‘Chance’ cards in real life to pay bank dividends.",3.5,600
263,"Toyota MR2 (Mk2, 1989-1999) icon review: mid-engined thrills for the masses",https://www.autoexpress.co.uk/toyota/366350/toyota-mr2-mk2-1989-1999-icon-review-genuinely-usable-90s-sports-car,Charlie Harvey,2025-03-25,Auto Express,,,15600
264,Citroën Ë-C3 review,https://www.autoexpress.co.uk/citroen/e-c3,Alex Ingram,2025-03-26,Auto Express,"When the era of electric cars really took off, we always felt that the technology would make the most sense powering small, affordable and clean transport. Following an initial diversion via some large, very expensive SUVs, it feels like the industry - and particularly Citroën - has finally landed on the ideal formula.",5.0,22085
265,"New Maserati GranTurismo Folgore 2025 review: near-£200k EV is quick, but compromised",https://www.autoexpress.co.uk/maserati/granturismo/359407/new-maserati-granturismo-folgore-2023-review,Steve Sutcliffe,2025-03-26,Auto Express,"If you simply must have an all-electric, luxury 2+2, the Maserati GranTurismo Folgore will tick plenty of boxes. It’s mind-bendingly fast, decent to drive, and even pretty comfortable on the right road. Yet the usual compromises when it comes to weight, efficiency and range all apply – even if you can recharge the battery in the blink of an eye. Whether it feels special enough to command its near-£200k list price is up for debate, too.",3.5,28995
266,Hyundai Ioniq 5 vs BYD Sealion 7: can the fresh arrival defeat a firm favourite?,https://www.autoexpress.co.uk/car-group-tests/366362/hyundai-ioniq-5-vs-byd-sealion-7-can-fresh-arrival-defeat-firm-favourite,Alex Ingram,2025-03-26,Auto Express,"Four years on from its launch and the Hyundai Ioniq 5 remains one of the most convincing and desirable family EVs money can buy. The updates introduced for 2025 have made an already impressive car even more likeable, with minor upgrades to its range, comfort, refinement and tech all making small but positive changes to the overall package.",,15600
267,Range Rover Sport review,https://www.autoexpress.co.uk/land-rover/range-rover-sport,"Max Adams, Alex Ingram",2025-03-26,Auto Express,,4.5,75855
268,New Jeep Avenger 4xe 2025 review: a rugged but flawed SUV,https://www.autoexpress.co.uk/jeep/avenger/366379/new-jeep-avenger-4xe-2025-review-rugged-flawed-suv,Jordan Katsianis,2025-03-27,Auto Express,"Put the Jeep Avenger 4xe up against many key rivals and it won’t compare well. The cabin is cramped, while its powertrain feels a little disjointed and isn’t particularly efficient despite being billed as a hybrid. But putting objectivity to one side, this Avenger now feels like it takes full advantage of the cachet that the Jeep name brings. Even if off-roading isn’t part of your daily routine, the Avenger 4xe does a better job than anything else in the class of convincing you it could be.",3.5,3784
269,New vs used hatchbacks: Skoda Octavia or Mercedes A-Class?,https://www.autoexpress.co.uk/car-group-tests/366341/new-vs-used-hatchbacks-skoda-octavia-or-mercedes-class,Alex Ingram,2025-03-27,Auto Express,,,17900
270,Renault 5 review,https://www.autoexpress.co.uk/renault/5,"Alex Ingram, Jordan Katsianis",2025-03-28,Auto Express,"The automotive world has seen how well retro-inspired designs have worked for the likes of Fiat and MINI, so Renault has decided “why not?”.",4.5,22985
271,New vs used coupes: BMW 2 Series or Jaguar F-Type?,https://www.autoexpress.co.uk/car-group-tests/366371/new-vs-used-coupes-bmw-2-series-or-jaguar-f-type,Paul Barker,2025-03-30,Auto Express,,,17900
272,Toyota RAV4 review,https://www.autoexpress.co.uk/toyota/rav4,"Alex Ingram, Dean Gibson",2025-03-30,Auto Express,"Look at the global car sales charts, and the Toyota RAV4 is at or near the number one spot every year. It sells in big numbers in the US and the Far East, with buyers drawn to its combination of practicality, reliability and efficiency.",4.0,11790
273,Skoda Enyaq review,https://www.autoexpress.co.uk/skoda/enyaq,Ellis Hyde,2025-03-31,Auto Express,"The already excellent Skoda Enyaq has been made even better by its latest and most significant round of updates yet in 2025. The very comfortable, spacious and practical all-electric family SUV now offers more standard equipment and a much sleeker look that fully embraces the fact this is an electric car. Impressive levels of on-board technology and excellent safety features add to a convincing all-round package.",4.5,39000
274,Best car boot organisers 2025,https://www.autoexpress.co.uk/product-group-tests/36198/best-boot-organisers-2025,Kim Adams,2025-03-31,Auto Express,"With so many similar products in this comparison, it was a surprise to see a clear winner in the revised Fortem, which gets just about everything right.",,15600
275,New vs used small cars: Citroen C3 or Volkswagen T-Roc?,https://www.autoexpress.co.uk/car-group-tests/366375/new-vs-used-small-cars-citroen-c3-or-volkswagen-t-roc,Alastair Crooks,2025-03-31,Auto Express,,,17900
276,Laser 9055 pick-up tool review,https://www.autoexpress.co.uk/product-reviews/366405/laser-9055-pick-tool-review,,2025-03-31,Auto Express,,4.0,27415
277,New vs used executive cars: BMW 5 Series or BMW M3?,https://www.autoexpress.co.uk/car-group-tests/366397/new-vs-used-executive-cars-bmw-5-series-or-bmw-m3,Alastair Crooks,2025-03-31,Auto Express,,,15600
279,Range Rover review,https://www.autoexpress.co.uk/land-rover/range-rover,"Ellis Hyde, Max Adams",2025-04-03,Auto Express,"For those that can afford it, the fifth-generation Range Rover represents a further shift upmarket for the iconic 4x4. A focus on luxury, quality and on-board technology, plus the latest Land Rover engineering expertise, means the Range Rover feels supremely capable, whether on or off road.",4.5,104625
280,Vauxhall Astra Electric review,https://www.autoexpress.co.uk/vauxhall/astra/electric,"James Disdale, Alastair Crooks",2025-04-03,Auto Express,,4.0,34995
281,New vs used estate cars: Skoda Superb or Mercedes E-Class?,https://www.autoexpress.co.uk/car-group-tests/366394/new-vs-used-estate-cars-skoda-superb-or-mercedes-e-class,Alex Ingram,2025-04-04,Auto Express,,,15600
282,Toyota Proace City Verso review,https://www.autoexpress.co.uk/toyota/proace-city-verso,Dean Gibson,2025-04-04,Auto Express,"If you value space above all else from a new car, then the Toyota Proace City Verso offers it by the bucketload. It’s one of a number of van-derived MPVs that share common components, because it’s a product of Toyota’s joint venture with the Stellantis group to help fast-track the Japanese firm’s offerings in the commercial vehicle sector.",4.0,31985
283,Ford Tourneo Connect review,https://www.autoexpress.co.uk/ford/tourneo-connect,"Dean Gibson, Max Adams",2025-04-04,Auto Express,"While the Ford Tourneo Connect is a lightly rehashed Volkswagen Caddy, that’s not a bad thing in our eyes. It means it’s based on one of the best platforms in the business, so it can maintain Ford’s tradition of building cars that are entertaining to drive, regardless of the class that they’re in.",4.0,33940
284,Leapmotor C10 review,https://www.autoexpress.co.uk/leapmotor/c10,"Ellis Hyde, Richard Ingram",2025-04-04,Auto Express,"The Leapmotor C10 is a promising entry into the electric family SUV segment, and has got this new brand off on the right foot. There is no arguing with the sheer value on offer. This is a big, spacious car with a premium-feeling interior and an extensive equipment list, which includes all the essentials and lots of luxuries, for an appealing price. But as an EV, it’s little more than mediocre; the range is average at best, and the charging speeds are woeful.",3.0,36490
285,Skoda Elroq vs Renault Megane E-Tech: which affordable family EV is the best buy?,https://www.autoexpress.co.uk/car-group-tests/366415/skoda-elroq-vs-renault-megane-e-tech-which-affordable-family-ev-best-buy,Alex Ingram,2025-04-05,Auto Express,"If you were to write a wishlist of all of the most desirable features in a family car from scratch, then there’s a strong chance that the Elroq will have it covered. It’s an easy-to-live-with EV that just happens to undercut most of its key rivals on price. And those that it doesn’t, it beats so comprehensively on practicality, refinement or tech that they soon fall by the wayside – including the Megane.",,15600
286,New vs used sports cars: Mazda MX-5 or Porsche Boxster?,https://www.autoexpress.co.uk/car-group-tests/366403/new-vs-used-sports-cars-mazda-mx-5-or-porsche-boxster,Dean Gibson,2025-04-06,Auto Express,,,17900
287,Best ceramic coatings 2025,https://www.autoexpress.co.uk/354113/best-ceramic-coatings,,2025-04-07,Auto Express,,,10200
288,Best car colour restorers 2025,https://www.autoexpress.co.uk/product-group-tests/360342/best-car-colour-restorers,,2025-04-07,Auto Express,,,15600
289,Best clay bars 2025,https://www.autoexpress.co.uk/product-group-tests/36221/best-clay-bars,,2025-04-07,Auto Express,,,10200
290,Best car upholstery cleaners 2025,https://www.autoexpress.co.uk/product-group-tests/63765/best-car-upholstery-cleaners,,2025-04-07,Auto Express,,,17900
291,Volvo XC90 review,https://www.autoexpress.co.uk/volvo/xc90,Steve Walker,2025-04-08,Auto Express,"You know what you’re going to get with a Volvo – a solid, practical, safe and confidently understated type of premium car. Sure enough, that sums up the XC90 very efficiently. Better yet for the Swedish brand, it also tallies very well with the typical customer requirements in the large premium SUV class where the Volvo XC90 plies its trade.",4.0,62280
292,Audi A6 Avant review,https://www.autoexpress.co.uk/audi/a6/avant,Jordan Katsianis,2025-04-08,Auto Express,"Audi has made the decision to make its new A6 Avant more lifestyle-orientated this time around, capitalising on style rather than outright practicality. If haulage is still key for your needs, the larger and more efficient Mercedes E-Class might deliver the goods, but if not, the Audi’s near-shooting brake stance and luxurious cabin more than make up for it. Audi knows that its customers with families buy SUVs, so has made its new A6 Avant the brand’s new style icon.",4.0,52430
293,Renault Megane E-Tech review,https://www.autoexpress.co.uk/renault/megane,"Alex Ingram, Ellis Hyde",2025-04-10,Auto Express,"While the Renault Megane E-Tech isn't the freshest model in the company’s electric-car line-up, it’s still a very strong contender in the electric family hatchback class: it just goes to demonstrate that the French firm is on a roll with its EVs. The Megane E-Tech is appealing because of its style, especially inside, where the cabin manages to combine a modern layout with user-friendly technology.",4.0,32485
294,Renault Scenic review,https://www.autoexpress.co.uk/renault/scenic,"Dean Gibson, Alastair Crooks",2025-04-11,Auto Express,,4.5,15600
295,New Denza Z9GT 2025 review: super estate has BMW and Mercedes in its sights,https://www.autoexpress.co.uk/denza/z9gt,Ellis Hyde,2025-04-11,Auto Express,"We can’t make any meaningful conclusions about the Denza Z9GT at this stage due to our incredibly short time behind the wheel and there being a lot of unknowns. However we hope its effortless, wafting sensation isn’t lost by the engineers’ efforts to mimic the driving experience of established German cars, as we think this would be a much better selling point than the somewhat interesting, but rather pointless, manoeuvring capabilities or the design.",,17900
296,New Aston Martin Vanquish 2025 review: a proper British bruiser,https://www.autoexpress.co.uk/aston-martin/vanquish,Alex Ingram,2025-04-11,Auto Express,"If you have over a third of a million pounds lying around for a V12-powered GT car, then you’re in luck; the new Vanquish has just doubled your brilliant options. Its closest rival, the Ferrari 12Clindri, has a slightly more sophisticated chassis and a better gearbox, but the more muscular Vanquish suits the character of an Aston Martin perfectly. It still blends huge pace, sharp handling and glorious luxury, yet with a slight raw edge that adds an extra dose of excitement. Throw in one of Aston’s best ever engines, and one thing is clear: V12 fans have rarely had it so good.",4.5,13325
297,Toyota RAV4 vs Cupra Terramar: sporty meets sensible in big-time SUV clash,https://www.autoexpress.co.uk/car-group-tests/366524/toyota-rav4-vs-cupra-terramar-sporty-meets-sensible-big-time-suv-clash,Dean Gibson,2025-04-12,Auto Express,"Buyers looking for a sporty family car will be well served by the Terramar. It offers a relatively engaging drive for the compact SUV class, yet there’s enough comfort  to keep passengers happy. The ride is on the firm side, but not uncomfortably so.",,16999
1360,Porsche Macan SUV review,https://www.carbuyer.co.uk/porsche/macan,Andy Goodwin,2023-04-12,Carbuyer,,4.0,58995
298,New Zeekr 7x 2025 review: Tesla Model Y wannabe shows plenty of promise,https://www.autoexpress.co.uk/zeekr/7x,Alastair Crooks,2025-04-13,Auto Express,"The Zeekr 7x might not be the best to drive and the interior is a little lacklustre in places, but there’s plenty to be intrigued by ahead of the brand’s UK launch next year. Practicality, space, comfort and equipment levels are all strong points and the underlying charging capacity of this platform is impressive. Pricing will almost certainly be the deciding factor for potential buyers.",4.0,23399
299,Best socket sets 2025,https://www.autoexpress.co.uk/accessories-tyres/90835/best-socket-set-for-your-workshop,Kim Adams,2025-04-14,Auto Express,"Draper ticks a lot of boxes with the imperial and metric 16361 set and takes the overall win here. If you use a tool chest, the Halfords is an easy choice with a versatile socket selection. Sealey’s Premier set bridges the gap, with a case and foam tray plus a wide selection of deep and standard sockets.",,10200
300,New Vauxhall Grandland Electric 2025 review: British brand’s most appealing EV yet,https://www.autoexpress.co.uk/vauxhall/grandland/366530/new-vauxhall-grandland-electric-2025-review-british-brands-best-ev-effort,Tom Jervis,2025-04-14,Auto Express,"Much like Kylie Jenner, the new Vauxhall Grandland is a huge glow-up compared with the one what we were used to before, even if when you scratch beneath the surface, all you find is cheap plastic. Reality stars aside, the reality here is the new electric Grandland is an attractive, spacious and well priced SUV that’s bound to sell well for the British brand. It may not be perfect or quite up with the best in class, but there’s certainly a reason why Vauxhall wanted its logo illuminated on the Grandland’s nose for all to see.",3.5,4808
301,Renault Rafale review,https://www.autoexpress.co.uk/renault/rafale,Ellis Hyde,2025-04-14,Auto Express,"The Renault Rafale is a coupe-SUV that the French can rightly be proud of. It’s also a vastly better showing in this niche, but very fashionable, segment than the less sophisticated Renault Arkana that came first. The Rafale delivers the stylish looks buyers want, its on-board tech is top-notch, and there’s plenty of space inside.",3.5,36990
302,Morgan Supersport review,https://www.autoexpress.co.uk/morgan/supersport,Alastair Crooks,2025-04-14,Auto Express,"For a Morgan, the Supersport has been restyled and reworked in a big way. Thankfully the characteristics you expect of a Morgan are alive and well - perhaps even more evident than ever before. The engine is still a peach and suits the Supersport brilliantly, the handling more focused than the old Plus Six, but the ride is agreeable and those couple of new practical touches are greatly appreciated. The Supersport might not have the everyday usability of other sports cars, though you could argue that simply makes it feel all the more special when the mood strikes to take it out.",4.5,16999
303,Honda HR-V review,https://www.autoexpress.co.uk/honda/hr-v,"Max Adams, Ellis Hyde",2025-04-15,Auto Express,"The Honda HR-V is a reasonably practical option for buyers wanting a compact SUV that delivers great fuel economy and useful interior space. Its family car credentials are boosted further by an extensive list of standard safety kit and decent on-board tech, while the HR-V isn’t too bad to look at, either.",3.5,32020
304,BMW M5 Touring review,https://www.autoexpress.co.uk/bmw/5-series/m5-touring,Jordan Katsianis,2025-04-15,Auto Express,"BMW M5s have historically straddled the line between everyday high-performance cruisers and uncompromising four-door racers, and this time around the new M5 Touring definitely is on the comfier side of things. Yes, it’s added some weight over previous versions, but with that has come the added benefit of a useful electric range, thanks to its plug-in hybrid powertrain, and all the financial advantages that come with it. But the magic is how BMW has brought all the M5’s elements together to create something so engaging and desirable.",4.5,112085
305,Ecomotive Tyrefix review,https://www.autoexpress.co.uk/product-reviews/366535/ecomotive-tyrefix-review,,2025-04-15,Auto Express,,3.5,14995
306,Suzuki e Vitara prototype review: brand’s first EV shows plenty of promise,https://www.autoexpress.co.uk/suzuki/vitara/366541/suzuki-e-vitara-prototype-review-brands-first-ev-shows-plenty-promise,Alastair Crooks,2025-04-15,Auto Express,,,9380
307,New Citroen Holidays 2025 review: a cheaper and cheerful VW California campervan rival,https://www.autoexpress.co.uk/citroen/holidays,Richard Ingram,2025-04-15,Auto Express,"The Citroen Holidays is a welcome new entrant into the manufacturer-converted compact-camper market, even if it does appear more like a third-party conversion than its closest rivals. The hard plastics and cheap-feeling trim are reflective of its lower price, but that may mean it stands up to the rigours of vanlife better than the more premium-feeling Volkswagen California. We’ll get the two side-by-side in a few weeks to reveal all.",3.5,22799
308,New Ford Ranger MS-RT 2025 review: lacks the bite to match its looks,https://www.autoexpress.co.uk/ford/ranger/356916/new-ford-ranger-ms-rt-2025-review-lacks-bite-match-its-looks,Dean Gibson,2025-04-16,Auto Express,"It looks mega, but the Ford Ranger MS-RT lacks the bite to really do its sport truck classification justice. Adding lowered suspension and big wheels just spoils the otherwise decent ride of the Wildtrak, but isn’t enough to turn it into a Raptor alternative. It’s the only option if you want sporty looks and retain the cargo and towing weights of the standard pick-up.",3.5,15600
309,New Volkswagen ID. Buzz GTX 2025 review: sporty MPV lacks wow factor,https://www.autoexpress.co.uk/volkswagen/id-buzz/363929/new-volkswagen-id-buzz-gtx-2025-review-sporty-mpv-lacks-wow-factor,Alex Ingram,2025-04-18,Auto Express,"Making a sporty version of one of the least sporty passenger vehicles money can buy is something that doesn’t really make sense. In reality, it’s more of a trim level that happens to add more power rather than an out-and-out performance model, and given it's only slightly more expensive than the other options, it’s not completely pointless. Even so, we’d save the extra outlay required for the GTX and benefit from the extra range and smoother ride of the less potent options.",3.5,15600
310,Dacia Jogger vs Ford Tourneo Connect vs Toyota Proace City Verso: 7-seat family MPVs put to the test,https://www.autoexpress.co.uk/car-group-tests/366582/dacia-jogger-vs-ford-tourneo-connect-vs-toyota-proace-city-verso-7-seat,Dean Gibson,2025-04-19,Auto Express,"It doesn’t quite have the versatility of its rivals here, because access to the rearmost seats is tricky and the space on offer is limited, but when you factor in the sheer value for money that the Jogger offers, it has a distinct advantage.",,10200
311,Mini vs MINI vs MINI Cooper: the evolution of Britain's small car icon,https://www.autoexpress.co.uk/mini/mini-cooper/366597/mini-vs-mini-vs-mini-cooper-evolution-britains-small-car-icon,Richard Ingram,2025-04-19,Auto Express,,,19690
312,BYD Sealion 7 review,https://www.autoexpress.co.uk/byd/sealion-7,"Dean Gibson, Alex Ingram",2025-04-22,Auto Express,"There’s a lot going for the BYD Sealion 7, with a long list of standard equipment, powerful electric powertrains and among the best warranty and breakdown coverage anywhere on the market. It’s a spacious SUV for passengers, too, with lots of rear legroom, although headroom could be better.",3.5,46990
313,"Used Honda HR-V (Mk3, 2021-date) buyer’s guide: small SUV suits the city",https://www.autoexpress.co.uk/honda/hr-v/366592/used-honda-hr-v-mk3-2021-date-buyers-guide-small-suv-suits-city,Richard Dredge,2025-04-21,Auto Express,"The small SUV segment is busy, and the Honda HR-V doesn’t lead the class in any way, but that’s not to say it isn’t a good buy. If you do mainly local or urban driving, the HR-V could be just what you’re looking for. It’s frugal, well equipped and reliable, plus its roomy cabin makes it great for carrying people, even if its boot is among the smallest in the class. We ran an HR-V on our long-term fleet and really liked it, but in group tests the Honda has been beaten by the Hyundai Kona and Renault Captur, which is why we’d consider a few alternatives alongside Honda’s offering.",,22975
314,Leapmotor B10 prototype review: on course to be the fledgling brand’s best EV yet,https://www.autoexpress.co.uk/leapmotor/366637/leapmotor-b10-prototype-review-course-be-fledgling-brands-best-ev-yet,Richard Ingram,2025-04-24,Auto Express,"We came away pleasantly surprised by our early drive in the new Leapmotor B10. The cabin is spacious, well built and filled with tech, and while the range and charging speeds appear little more than mediocre on paper, in real-world use they meet expectations. Throw in a solid and refined driving experience, plus a price expected to start with a two, and it’s easily Leap’s best effort yet.",,15600
315,Honda e:Ny1 Advance long-term test: small SUV thrives in the summer sun,https://www.autoexpress.co.uk/honda/eny1/365171/new-honda-eny1-advance-long-term-test-poor-efficiency-dents-evs-appeal,Pete Baiden,2025-04-25,Auto Express,"The sunny weather has transformed the Honda e:Ny1 into a EV that’s usable every day, thanks to the dramatic improvement in its efficiency. It still lags behind many of  its small SUV rivals, though, and winter will bring plenty of range worries.",3.5,15600
316,Tesla Model Y vs Hyundai Ioniq 5 vs Audi Q4 e-tron: an electric SUV battle royale,https://www.autoexpress.co.uk/tesla/model-y/366655/tesla-model-y-vs-hyundai-ioniq-5-vs-audi-q4-e-tron-electric-suv-battle-royale,Alex Ingram,2025-04-26,Auto Express,"If you’re making your car-buying choice based on rational reasons, the Tesla is pretty much impossible to overlook. The 2025 updates have added to the Model Y’s class-leading performance and efficiency with much-improved ride and refinement.",,17900
